,基金代码,基金简称
11509,014091,中融添益进取3个月持有混合发起(FOF)C
11510,014099,博时中证科创创业50ETF发起式联接A
11511,014100,博时中证科创创业50ETF发起式联接C
11512,014107,博时品质生活混合A
11513,014108,博时品质生活混合C
11514,014110,嘉实中证稀有金属主题ETF发起联接A
11515,014111,嘉实中证稀有金属主题ETF发起联接C
11516,014128,东财创新药A
11517,014129,东财创新药C
11518,014148,景顺长城安鼎一年持有期混合A
11519,014149,景顺长城安鼎一年持有期混合C
11520,020001,国泰金鹰增长混合
11521,020002,国泰金龙债券A
11522,020003,国泰金龙行业混合
11523,020005,国泰金马稳健混合
11524,020007,国泰货币A
11525,020009,国泰金鹏蓝筹混合
11526,020010,国泰金牛创新成长混合
11527,020011,国泰沪深300指数A
11528,020012,国泰金龙债券C
11529,020015,国泰区位优势混合
11530,020018,国泰金鹿混合
11531,020019,国泰双利债券A
11532,020020,国泰双利债券C
11533,020021,国泰上证180金融ETF联接
11534,020022,国泰策略价值灵活配置混合
11535,020023,国泰事件驱动策略混合
11536,020026,国泰成长优选混合
11537,020031,国泰现金管理货币A
11538,020032,国泰现金管理货币B
11539,020033,国泰民安增利债券A
11540,020034,国泰民安增利债券C
11541,040001,华安创新混合
11542,040002,华安中国A股增强指数
11543,040003,华安现金富利货币A
11544,040004,华安宝利配置混合
11545,040005,华安宏利混合
11546,040007,华安中小盘成长混合
11547,040008,华安策略优选混合A
11548,040009,华安稳定收益债券A
11549,040010,华安稳定收益债券B
11550,040011,华安核心优选混合
11551,040012,华安强化收益债券A
11552,040013,华安强化收益债券B
11553,040015,华安动态灵活配置混合A
11554,040016,华安行业轮动混合
11555,040018,华安香港精选股票(QDII)
11556,040019,华安稳固收益债券C
11557,040020,华安升级主题混合
11558,040021,华安大中华升级股票
11559,040022,华安可转债债券A
11560,040023,华安可转债债券B
11561,040025,华安科技动力混合
11562,040026,华安信用四季红债券A
11563,040035,华安逆向策略混合A
11564,040036,华安安心收益债券A
11565,040037,华安安心收益债券B
11566,040038,华安日日鑫货币A
11567,040039,华安日日鑫货币B
11568,040040,华安纯债债券A
11569,040041,华安纯债债券C
11570,040045,华安添鑫中短债A
11571,040046,华安纳斯达克100指数
11572,040047,华安纳斯达克100指数现钞
11573,040048,华安纳斯达克100指数现汇
11574,040180,华安上证180ETF联接
11575,040190,华安上证龙头ETF联接
11576,041001,华安创新混合(后端)
11577,041002,华安中国A股增强指数(后端)
11578,041003,华安现金富利货币B
11579,041004,华安宝利配置混合(后端)
11580,041005,华安宏利混合(后端)
11581,041007,华安中小盘成长混合(后端)
11582,041008,华安策略优选混合A(后端)
11583,041009,华安稳定收益债券A(后端)
11584,041011,华安核心优选混合(后端)
11585,050001,博时价值增长混合
11586,050002,博时沪深300指数A
11587,050003,博时现金收益货币A
11588,050004,博时精选混合A
11589,050006,博时稳定价值债券B
11590,050007,博时平衡配置混合
11591,050008,博时第三产业混合
11592,050009,博时新兴成长混合
11593,050010,博时特许价值混合A
11594,050011,博时信用债券A/B
11595,050012,博时策略混合
11596,050013,博时上证超大盘ETF联接
11597,050014,博时创业成长混合A
11598,050015,博时大中华亚太精选
11599,050016,博时宏观回报债券A/B
11600,050018,博时行业轮动混合
11601,050019,博时转债增强债券A
11602,050020,博时抗通胀增强回报
11603,050021,博时创业板ETF联接A
11604,050022,博时回报混合
11605,050023,博时天颐债券A
11606,050024,博时上证自然资源ETF联接
11607,050025,博时标普500ETF联接A
11608,050026,博时医疗保健行业混合A
11609,050027,博时信用债纯债债券A
11610,050030,博时亚洲票息收益债券
11611,050106,博时稳定价值债券A
11612,050111,博时信用债券C
11613,050116,博时宏观回报债券C
11614,050119,博时转债增强债券C
11615,050123,博时天颐债券C
11616,050201,博时价值增长贰号混合
11617,050202,博时亚洲票息收益债券现汇
11618,050203,博时亚洲票息收益债券现钞
11619,051001,博时价值增长混合(后端)
11620,051010,博时特许价值混合A(后端)
11621,051011,博时信用债券A/B(后端)
11622,051014,博时创业成长混合A(后端)
11623,051016,博时宏观回报债券A/B(后端)
11624,051106,博时稳定价值债券A(后端)
11625,051201,博时价值增长贰号混合(后端)
11626,070001,嘉实成长收益混合A
11627,070002,嘉实增长混合
11628,070003,嘉实稳健混合
11629,070005,嘉实债券
11630,070006,嘉实服务增值行业混合
11631,070008,嘉实货币A
11632,070009,嘉实超短债债券C
11633,070010,嘉实主题混合
11634,070011,嘉实策略混合
11635,070012,嘉实海外中国股票混合
11636,070013,嘉实研究精选混合A
11637,070015,嘉实多元债券A
11638,070016,嘉实多元债券B
11639,070017,嘉实量化阿尔法混合
11640,070018,嘉实回报混合
11641,070019,嘉实价值优势混合
11642,070020,嘉实稳固收益债券C
11643,070021,嘉实主题新动力混合
11644,070022,嘉实领先成长混合
11645,070023,嘉实深证基本面120联接A
11646,070025,嘉实信用债券A
11647,070026,嘉实信用债券C
11648,070027,嘉实周期优选混合
11649,070028,嘉实安心货币A
11650,070029,嘉实安心货币B
11651,070030,嘉实中创400ETF联接A
11652,070031,嘉实全球房地产(QDII)
11653,070032,嘉实优化红利混合A
11654,070037,嘉实纯债债券A
11655,070038,嘉实纯债债券C
11656,070039,嘉实中证500ETF联接C
11657,070088,嘉实货币B
11658,070099,嘉实优质企业混合
11659,080001,长盛成长价值混合A
11660,080002,长盛创新先锋混合A
11661,080003,长盛积极配置债券
11662,080005,长盛量化红利混合
11663,080006,长盛环球行业混合(QDII)
11664,080007,长盛同鑫行业配置混合A
11665,080008,长盛战略新兴产业混合A
11666,080011,长盛货币A
11667,080012,长盛电子信息产业混合
11668,080015,长盛中小盘精选混合
11669,090001,大成价值增长混合
11670,090002,大成债券A/B
11671,090003,大成蓝筹稳健混合
11672,090004,大成精选增值混合
11673,090005,大成货币A
11674,090006,大成2020生命周期混合
11675,090007,大成策略回报混合
11676,090009,大成行业轮动混合
11677,090010,大成中证红利指数A
11678,090011,大成核心双动力混合
11679,090012,大成深证成长40ETF联接
11680,090013,大成竞争优势混合
11681,090015,大成内需增长混合A
11682,090016,大成消费主题混合
11683,090017,大成可转债增强债券
11684,090018,大成新锐产业混合
11685,090019,大成景恒混合A
11686,090020,大成健康产业混合
11687,090021,大成月添利一个月滚动持有中短债A
11688,090022,大成现金增利货币A
11689,090023,大成安汇金融债C
11690,091001,大成价值增长混合(后端)
11691,091002,大成债券A/B(后端)
11692,091003,大成蓝筹稳健混合(后端)
11693,091005,大成货币B
11694,091006,大成2020生命周期混合(后端)
11695,091021,大成月添利一个月滚动持有中短债B
11696,091022,大成现金增利货币B
11697,091023,大成安汇金融债A
11698,092002,大成债券C
11699,096001,大成标普500等权重指数
11700,100016,富国天源沪港深平衡混合
11701,100017,富国天源沪港深平衡混合(后端)
11702,100018,富国天利增长债券
11703,100019,富国天利增长债券(后端)
11704,100020,富国天益价值混合A
11705,100021,富国天益价值混合A(后端)
11706,100022,富国天瑞强势混合
11707,100023,富国天瑞强势混合(后端)
11708,100025,富国天时货币A
11709,100026,富国天合稳健优选混合
11710,100027,富国天合稳健优选混合(后端)
11711,100028,富国天时货币B
11712,100029,富国天成红利混合
11713,100030,富国天成红利混合(后端)
11714,100032,富国中证红利指数增强A
11715,100033,富国中证红利指数增强A(后端)
11716,100035,富国优化增强债券A/B
11717,100036,富国优化增强债券A/B(后端)
11718,100037,富国优化增强债券C
11719,100038,富国沪深300指数增强A
11720,100039,富国通胀通缩主题轮动混合
11721,100050,富国全球债券(QDII)
11722,100051,富国可转债A
11723,100052,富国可转债A(后端)
11724,100053,富国上证指数ETF联接A
11725,100055,富国全球科技互联网(QDII)
11726,100056,富国低碳环保混合
11727,100058,富国产业债券A
11728,100059,富国产业债券A(后端)
11729,100060,富国高新技术产业混合
11730,100061,富国中国中小盘混合(QDII)人民币
11731,100066,富国纯债债券发起A/B
11732,100067,富国纯债债券发起A/B(后端)
11733,100068,富国纯债债券发起C
11734,100072,富国强回报定开债A/B
11735,100073,富国强回报定开债C
11736,110001,易方达平稳增长混合
11737,110002,易方达策略成长混合
11738,110003,易方达上证50增强A
11739,110005,易方达积极成长混合
11740,110006,易方达货币A
11741,110007,易方达稳健收益债券A
11742,110008,易方达稳健收益债券B
11743,110009,易方达价值精选混合
11744,110010,易方达价值成长混合
11745,110011,易方达优质精选混合(QDII)
11746,110012,易方达科汇灵活配置混合
11747,110013,易方达科翔混合
11748,110015,易方达行业领先混合
11749,110016,易方达货币B
11750,110017,易方达增强回报债券A
11751,110018,易方达增强回报债券B
11752,110019,易方达深证100ETF联接A
11753,110020,易方达沪深300ETF联接A
11754,110021,易方达上证中盘ETF联接A
11755,110022,易方达消费行业股票
11756,110023,易方达医疗保健行业混合
11757,110025,易方达资源行业混合
11758,110026,易方达创业板ETF联接A
11759,110027,易方达安心回报债券A
11760,110028,易方达安心回报债券B
11761,110029,易方达科讯混合
11762,110030,易方达沪深300量化增强
11763,110031,易方达恒生国企ETF联接A
11764,110032,易方达恒生国企ETF联接现汇A
11765,110033,易方达恒生国企ETF联接现钞A
11766,110035,易方达双债增强债券A
11767,110036,易方达双债增强债券C
11768,110037,易方达纯债债券A
11769,110038,易方达纯债债券C
11770,110050,易方达安和中短债C
11771,110051,易方达安和中短债A
11772,110052,易方达安源中短债债券C
11773,110053,易方达安源中短债债券A
11774,112002,易方达策略成长二号混合
11775,118001,易方达亚洲精选股票
11776,118002,易方达标普消费品指数A
11777,121001,国投瑞银融华债券
11778,121002,国投瑞银景气行业混合
11779,121003,国投瑞银核心企业混合
11780,121005,国投瑞银创新动力混合
11781,121006,国投瑞银稳健增长混合
11782,121008,国投瑞银成长优选混合
11783,121009,国投瑞银稳定增利债券
11784,121010,国投瑞银瑞源灵活配置混合
11785,121011,国投瑞银货币A
11786,121012,国投瑞银优化增强债券A/B
11787,128001,国投瑞银融华债券(后端)
11788,128002,国投瑞银景气行业混合(后端)
11789,128005,国投瑞银创新动力混合(后端)
11790,128006,国投瑞银稳健增长混合(后端)
11791,128008,国投瑞银成长优选混合(后端)
11792,128011,国投瑞银货币B
11793,128012,国投瑞银优化增强债券A/B(后端)
11794,128112,国投瑞银优化增强债券C
11795,150005,银河银富货币A
11796,150015,银河银富货币B
11797,150103,银河银泰混合
11798,150968,银河研究精选混合
11799,150988,银河钱包货币A
11800,150998,银河钱包货币B
11801,151001,银河稳健混合
11802,151002,银河收益混合
11803,159001,易方达保证金货币A
11804,159002,易方达保证金货币B
11805,159003,招商保证金快线A
11806,159004,招商保证金快线B
11807,159005,汇添富收益快钱货币A
11808,159006,汇添富收益快钱货币B
11809,159601,华夏MSCI中国A50互联互通ETF
11810,159602,南方MSCI中国A50互联互通ETF
11811,159701,招商中证物联网主题ETF
11812,159702,汇添富中证人工智能主题ETF
11813,159703,天弘中证新材料主题ETF
11814,159706,华安深证100ETF
11815,159707,华宝中证800地产ETF
11816,159708,西部利得深证红利ETF
11817,159709,工银瑞信深证物联网50ETF
11818,159710,建信中证智能电动汽车ETF
11819,159711,华夏中证港股通50ETF
11820,159712,国泰中证港股通50ETF
11821,159713,富国中证稀土产业ETF
11822,159715,易方达中证稀土产业ETF
11823,159716,华宝深创100ETF
11824,159717,鹏华国证ESG300ETF
11825,159718,平安中证港股通医药卫生综合ETF
11826,159719,平安富时中国国企开放共赢ETF
11827,159720,泰康中证智能电动汽车ETF
11828,159721,永赢深证创新100ETF
11829,159723,汇添富中证沪港深科技龙头ETF
11830,159725,工银瑞信中证线上消费ETF
11831,159726,华夏恒生中国内地企业高股息率ETF
11832,159728,南方国证在线消费ETF
11833,159729,汇添富中证沪港深互联网ETF
11834,159730,博时国证龙头家电ETF
11835,159731,华夏中证石化产业ETF
11836,159732,华夏国证消费电子主题ETF
11837,159733,景顺中证消费电子ETF
11838,159735,银华中证港股通消费主题ETF
11839,159736,天弘中证食品饮料ETF
11840,159738,华泰柏瑞中证沪港深云计算产业ETF
11841,159739,鹏华中证云计算与大数据主题ETF
11842,159740,大成恒生科技ETF(QDII)
11843,159741,嘉实恒生科技ETF(QDII)
11844,159742,博时恒生科技ETF(QDII)
11845,159743,博时湖北新旧动能转换ETF
11846,159745,国泰中证全指建筑材料ETF
11847,159747,南方中证香港科技ETF(QDII)
11848,159748,富国沪港深创新药产业ETF
11849,159750,招商中证香港科技ETF(QDII)
11850,159751,鹏华中证港股通科技ETF
11851,159752,申万菱信中证内地新能源主题ETF
11852,159755,广发国证新能源车电池ETF
11853,159757,景顺长城国证新能源车电池ETF
11854,159758,华夏中证红利质量ETF
11855,159760,泰康国证公共卫生与健康ETF
11856,159763,建信中证新材料主题ETF
11857,159766,富国中证旅游主题ETF
11858,159767,兴银国证新能源车电池ETF
11859,159770,天弘中证机器人ETF
11860,159773,华泰柏瑞创业板科技ETF
11861,159777,国联安创业板科技ETF
11862,159779,招商中证消费电子主题ETF
11863,159780,南方中证科创创业50ETF
11864,159781,易方达中证科创创业50ETF
11865,159782,银华中证科创创业50ETF
11866,159783,华夏中证科创创业50ETF
11867,159786,银华中证虚拟现实主题ETF
11868,159789,建信中证饮料主题ETF
11869,159790,华夏中证内地低碳经济主题ETF
11870,159792,富国中证港股通互联网ETF
11871,159793,平安中证沪港深线上消费主题ETF
11872,159801,广发国证半导体芯片ETF
11873,159803,易方达中证浙江新动能ETF(QDII)
11874,159804,国寿安保创精选88ETF
11875,159805,鹏华中证传媒ETF
11876,159806,国泰中证新能源汽车ETF
11877,159807,易方达中证科技50ETF
11878,159808,融通创业板ETF
11879,159809,博时大湾区ETF
11880,159810,浦银安盛创业板ETF
11881,159811,博时中证5G产业50ETF
11882,159812,前海开源黄金ETF
11883,159813,鹏华国证半导体芯片ETF
11884,159814,西部利得创业板大盘ETF
11885,159815,招商中证浙江100ETF
11886,159816,鹏华0-4年地方政府债ETF
11887,159819,易方达中证人工智能主题ETF
11888,159820,天弘中证500ETF
11889,159821,中银证券创业板ETF
11890,159822,银华工银南方东英标普中国新经济ETF(QDII)
11891,159823,嘉实恒生中国企业ETF(QDII)
11892,159824,博时新能源汽车ETF
11893,159825,富国中证农业主题ETF
11894,159827,银华中证农业主题ETF
11895,159828,国泰中证医疗ETF
11896,159830,天弘上海金ETF
11897,159835,建信中证创新药产业ETF
11898,159836,天弘创业板300ETF
11899,159837,易方达中证生物科技主题ETF
11900,159838,博时医药50ETF
11901,159839,汇添富国证生物医药ETF
11902,159840,工银瑞信国证新能源车电池ETF
11903,159841,天弘中证全指证券公司ETF
11904,159842,银华中证全指证券公司ETF
11905,159843,招商国证食品饮料ETF
11906,159845,华夏中证1000ETF
11907,159846,建信中证1000ETF
11908,159847,易方达中证医疗ETF
11909,159848,国联安中证全指证券公司ETF
11910,159849,招商中证生物科技主题ETF
11911,159850,华夏恒生中国企业ETF(QDII)
11912,159851,华宝中证金融科技主题ETF
11913,159852,嘉实中证软件服务ETF
11914,159853,南方中证科技100ETF
11915,159855,银华中证影视主题ETF
11916,159856,工银瑞信中证沪港深互联网ETF
11917,159857,天弘中证光伏产业ETF
11918,159858,南方中证创新药产业ETF
11919,159859,天弘国证生物医药ETF
11920,159861,国泰中证环保产业50ETF
11921,159862,银华中证细分食品饮料产业主题ETF
11922,159863,鹏华中证光伏产业ETF
11923,159864,国泰中证光伏产业ETF
11924,159865,国泰中证畜牧养殖ETF
11925,159866,工银瑞信大和日经225ETF(QDII)
11926,159867,鹏华中证畜牧养殖ETF
11927,159869,华夏中证动漫游戏ETF
11928,159870,鹏华中证细分化工产业ETF
11929,159871,银华中证有色金属ETF
11930,159872,鹏华中证车联网主题ETF
11931,159873,天弘中证全指医疗保健设备与服务ETF
11932,159875,嘉实中证新能源ETF
11933,159876,华宝有色金属ETF
11934,159877,南方中证全指医疗保健设备与服务ETF
11935,159880,鹏华国证有色金属行业ETF
11936,159881,国泰中证有色金属ETF
11937,159883,永赢中证全指医疗器械ETF
11938,159885,鹏华中证内地低碳经济主题ETF
11939,159886,富国细分机械设备产业主题ETF
11940,159887,富国中证800银行ETF
11941,159888,华夏中证智能汽车主题ETF
11942,159889,国泰中证智能汽车主题ETF
11943,159890,招商中证云计算ETF
11944,159891,建信中证全指医疗保健设备与服务ETF
11945,159892,华夏恒生香港上市生物科技ETF(QDII)
11946,159895,易方达中证物联网主题ETF
11947,159896,南方中证物联网主题ETF
11948,159897,建信中证物联网主题ETF
11949,159898,招商中证全指医疗器械ETF
11950,159899,招商中证全指软件ETF
11951,159901,易方达深证100ETF
11952,159902,华夏中小企业100ETF
11953,159903,南方深证成份ETF
11954,159905,工银深证红利ETF
11955,159906,大成深证成长40ETF
11956,159907,广发中小企业300ETF
11957,159908,博时创业板ETF
11958,159909,招商深证TMT50ETF
11959,159910,嘉实深证基本面120ETF
11960,159912,汇添富深证300ETF
11961,159913,交银深证300价值ETF
11962,159915,易方达创业板ETF
11963,159916,深F60ETF
11964,159918,嘉实中创400ETF
11965,159919,嘉实沪深300ETF
11966,159920,华夏恒生ETF(QDII)
11967,159922,嘉实中证500ETF
11968,159923,大成中证100ETF
11969,159925,南方沪深300ETF
11970,159926,嘉实中证中期国债ETF
11971,159928,汇添富中证主要消费ETF
11972,159929,汇添富中证医药卫生ETF
11973,159930,汇添富中证能源ETF
11974,159931,汇添富中证金融地产ETF
11975,159932,大成中证500深市ETF
11976,159933,国投瑞银金融地产ETF
11977,159934,易方达黄金ETF
11978,159935,景顺长城中证500ETF
11979,159936,广发中证全指可选消费ETF
11980,159937,博时黄金ETF
11981,159938,广发中证全指医药卫生ETF
11982,159939,广发中证全指信息技术ETF
11983,159940,广发中证全指金融地产ETF
11984,159941,广发纳斯达克100ETF
11985,159943,大成深证成份ETF
11986,159944,广发中证全指原材料ETF
11987,159945,广发中证全指能源ETF
11988,159948,南方创业板ETF
11989,159949,华安创业板50ETF
11990,159951,嘉实中关村A股ETF
11991,159952,广发创业板ETF
11992,159954,南方恒生中国企业ETF
11993,159955,嘉实创业板ETF
11994,159956,建信创业板ETF
11995,159957,华夏创业板ETF
11996,159958,工银瑞信创业板ETF
11997,159959,银华中证央企结构调整ETF
11998,159960,平安港股通恒生中国企业ETF
11999,159961,方正富邦深证100ETF
12000,159962,华夏中证四川国改ETF
12001,159964,平安创业板ETF
12002,159965,中融央视财经50ETF
12003,159966,华夏创蓝筹ETF
12004,159967,华夏创成长ETF
12005,159968,博时中证500ETF
12006,159969,银华深证100ETF
12007,159970,工银瑞信深证100ETF
12008,159971,富国创业板ETF
12009,159972,鹏华中证5年地债ETF
12010,159973,弘毅远方民企领先100ETF
12011,159974,富国央企创新ETF
12012,159975,招商深证100ETF
12013,159976,工银粤港澳大湾区创新100ETF
12014,159977,天弘创业板ETF
12015,159978,建信中证沪港深粤港澳大湾区发展主题ETF
12016,159979,广发粤港澳大湾区创新100ETF
12017,159980,大成有色金属期货ETF
12018,159981,建信易盛能源化工期货ETF
12019,159982,鹏华中证500ETF
12020,159983,华夏粤港澳大湾区创新100ETF
12021,159984,南方粤港澳大湾区ETF
12022,159985,华夏饲料豆粕期货ETF
12023,159986,弘毅远方国证消费100ETF
12024,159987,银华中证研发创新100ETF
12025,159988,平安中债-0-5年地方债ETF
12026,159990,银华巨潮小盘价值ETF
12027,159991,招商创业板大盘ETF
12028,159992,银华中证创新药产业ETF
12029,159993,鹏华国证证券龙头ETF
12030,159994,银华中证5G通信主题ETF
12031,159995,华夏国证半导体芯片ETF
12032,159996,国泰中证全指家电ETF
12033,159997,天弘中证电子ETF
12034,159998,天弘中证计算机ETF
12035,159999,永赢中证500ETF
12036,160105,南方积极配置混合(LOF)
12037,160106,南方高增长混合(LOF)
12038,160107,南方高增长混合(LOF)(后端)
12039,160119,南方中证500ETF联接A
12040,160120,南方中证500ETF联接A(后端)
12041,160125,南方香港优选股票
12042,160126,南方香港优选股票(后端)
12043,160127,南方新兴消费增长股票(LOF)A
12044,160128,南方金利定开债(LOF)A
12045,160129,南方金利定开债(LOF)C
12046,160133,南方天元新产业股票(LOF)
12047,160135,南方中证高铁产业指数(LOF)
12048,160137,南方中证互联网指数(LOF)
12049,160140,南方道琼斯美国精选A
12050,160141,南方道琼斯美国精选C
12051,160142,南方优势产业(LOF)
12052,160143,南方创业板2年定期开放混合
12053,160144,南方新兴消费增长股票(LOF)C
12054,160211,国泰中小盘成长混合(LOF)
12055,160212,国泰估值优势混合(LOF)
12056,160213,国泰纳斯达克100指数
12057,160215,国泰价值经典混合(LOF)
12058,160216,国泰大宗商品
12059,160217,国泰信用互利债券A
12060,160218,国泰国证房地产行业指数
12061,160219,国泰国证医药卫生行业指数
12062,160220,国泰民益混合(LOF)A
12063,160221,国泰国证有色金属行业指数(LOF)
12064,160222,国泰国证食品饮料行业(LOF)
12065,160223,国泰创业板指数(LOF)
12066,160224,国泰中证计算机主题ETF联接A
12067,160225,国泰国证新能源汽车指数
12068,160226,国泰民益混合(LOF)C
12069,160311,华夏蓝筹混合(LOF)
12070,160314,华夏行业混合(LOF)
12071,160322,华夏港股通精选股票发起式(LOF)A
12072,160323,华夏磐泰混合(LOF)A
12073,160324,华夏磐晟混合(LOF)
12074,160325,华夏创业板两年定开混合
12075,160415,华安量化多因子混合(LOF)
12076,160416,华安标普全球石油指数
12077,160418,华安中证银行指数
12078,160419,华安中证全指证券公司指数
12079,160420,华安创业板50指数
12080,160421,华安智增精选混合
12081,160422,华安创业板50ETF联接A
12082,160424,华安创业板50ETF联接C
12083,160425,华安创业板两年定开混合
12084,160505,博时主题行业混合(LOF)
12085,160512,博时卓越品牌混合(LOF)
12086,160513,博时稳健回报债券(LOF)A
12087,160514,博时稳健回报债券(LOF)C
12088,160515,博时安丰18个月定开债A
12089,160516,博时中证全指证券公司指数(LOF)
12090,160517,博时中证银行指数(LOF)
12091,160518,博时睿远
12092,160519,博时睿利事件驱动(LOF)
12093,160522,博时睿益事件驱动混合(LOF)
12094,160523,博时安丰18个月定开债C
12095,160524,博时弘泰混合
12096,160526,博时优势企业(LOF)A
12097,160527,博时研究优选3年封闭混合A
12098,160528,博时研究优选3年封闭混合C
12099,160529,博时创业板两年定开混合
12100,160602,鹏华普天债券A
12101,160603,鹏华普天收益混合
12102,160605,鹏华中国50混合
12103,160606,鹏华货币A
12104,160607,鹏华价值优势混合(LOF)
12105,160608,鹏华普天债券B
12106,160609,鹏华货币B
12107,160610,鹏华动力增长混合(LOF)
12108,160611,鹏华优质治理混合(LOF)
12109,160612,鹏华丰收债券
12110,160613,鹏华盛世创新混合(LOF)
12111,160615,鹏华沪深300指数(LOF)A
12112,160616,鹏华中证500指数(LOF)A
12113,160617,鹏华丰润债券(LOF)
12114,160618,鹏华丰泽债券(LOF)
12115,160620,鹏华中证A股资源产业指数(LOF)A
12116,160621,鹏华丰和债券(LOF)A
12117,160622,鹏华丰利债券(LOF)
12118,160624,鹏华消费领先混合
12119,160625,鹏华证券保险指数(LOF)
12120,160626,鹏华信息A
12121,160627,鹏华策略优选灵活配置混合
12122,160628,鹏华中证800地产指数(LOF)
12123,160629,鹏华中证传媒指数(LOF)
12124,160630,鹏华国防A
12125,160631,鹏华银行A
12126,160632,鹏华酒A
12127,160633,鹏华券商A
12128,160634,鹏华中证环保产业指数(LOF)
12129,160635,鹏华中证医药卫生(LOF)A
12130,160636,鹏华中证移动互联网指数(LOF)
12131,160637,鹏华创业板指数(LOF)
12132,160638,鹏华中证一带一路主题指数(LOF)
12133,160639,鹏华中证高铁产业指数(LOF)
12134,160642,鹏华增瑞混合(LOF)
12135,160643,鹏华空天军工指数(LOF)A
12136,160644,鹏华港美互联股票人民币
12137,160645,鹏华精选回报三年定开混合
12138,160646,鹏华中证沪港深科技龙头指数(LOF)A
12139,160706,嘉实沪深300ETF联接A
12140,160716,嘉实基本面50指数(LOF)A
12141,160717,嘉实恒生中国企业
12142,160718,嘉实多利收益债券
12143,160719,嘉实黄金
12144,160722,嘉实惠泽混合(LOF)
12145,160723,嘉实原油(QDII-LOF)
12146,160724,嘉实沪深300ETF联接C
12147,160725,嘉实基本面50指数(LOF)C
12148,160726,嘉实瑞享定期混合
12149,160727,嘉实创业板两年定期混合
12150,160805,长盛同智优势混合(LOF)
12151,160806,长盛同庆中证800(LOF)
12152,160807,长盛沪深300指数(LOF)
12153,160812,长盛同益成长回报(LOF)
12154,160813,长盛同盛成长优选(LOF)
12155,160814,长盛中证金融地产指数(LOF)
12156,160910,大成创新成长混合(LOF)
12157,160916,大成优选混合(LOF)
12158,160918,大成中小盘混合(LOF)A
12159,160919,大成产业升级股票(LOF)
12160,160921,大成多策略混合(LOF)
12161,160922,大成恒生综合中小型股指数A
12162,160924,大成恒生指数
12163,160925,大成中华沪深港300指数(LOF)A
12164,160926,大成创业板两年定开混合A
12165,161005,富国天惠成长混合A/B(LOF)
12166,161006,富国天惠成长混合A/B(LOF)(后端)
12167,161010,富国天丰强化债券(LOF)
12168,161014,富国汇利回报两年定期开放债券
12169,161015,富国天盈债券(LOF)C
12170,161017,富国中证500指数增强(LOF)A
12171,161018,富国天丰强化债券(LOF)(后端)
12172,161019,富国新天锋债券(LOF)
12173,161020,富国新天锋债券(LOF)(后端)
12174,161021,富国中证500指数增强(LOF)A(后端)
12175,161022,富国创业板指数(LOF)A
12176,161024,富国中证军工指数(LOF)A
12177,161025,富国中证移动互联网指数(LOF)
12178,161026,富国中证国有企业改革指数
12179,161027,富国中证全指证券公司指数(LOF)A
12180,161028,富国中证新能源汽车指数(LOF)A
12181,161029,富国中证银行指数(LOF)A
12182,161030,富国中证体育产业指数(LOF)A
12183,161031,富国中证工业4.0指数(LOF)
12184,161032,富国中证煤炭指数(LOF)A
12185,161033,富国中证智能汽车(LOF)A
12186,161035,富国中证医药主题指数增强A
12187,161036,富国中证娱乐主题指数增强型
12188,161037,富国中证高端制造指数增强型
12189,161038,富国新兴成长量化精选混合
12190,161039,富国中证1000指数增强(LOF)A
12191,161040,富国创业板两年定开混合
12192,161115,易方达岁丰添利债券(LOF)
12193,161116,易方达黄金主题人民币A
12194,161117,易方达永旭定开债
12195,161118,易方达中小企业100(LOF)A
12196,161119,易方达中债新综指(LOF)A
12197,161120,易方达中债新综指(LOF)C
12198,161121,易方达中证银行指数(LOF)A
12199,161122,易方达中证万得生物科技指数(LOF)A
12200,161123,易方达中证万得并购重组(LOF)
12201,161124,易方达香港小型股指数A
12202,161125,易方达标普500指数人民币A
12203,161126,易方达标普医疗保健人民币A
12204,161127,易方达标普生物科技人民币A
12205,161128,易标普信息科技人民币A
12206,161129,易方达原油A类人民币
12207,161130,易方达纳斯达克100人民币A
12208,161131,易方达科润混合(LOF)
12209,161132,易方达科顺定开混合
12210,161211,国投沪深300金融地产联接
12211,161213,国投瑞银中证消费服务指数
12212,161215,国投瑞银中证消费服务指数(后端)
12213,161216,国投瑞银双债债券(LOF)A
12214,161217,国投瑞银中证资源指数
12215,161218,国投瑞银中证资源指数(后端)
12216,161219,国投瑞银新兴产业混合
12217,161220,国投瑞银新兴产业混合(后端)
12218,161221,国投瑞银双债债券C
12219,161222,国投瑞银瑞利混合(LOF)
12220,161224,国投瑞银新丝路混合(LOF)
12221,161225,国投瑞银瑞盈混合(LOF)
12222,161226,国投瑞银白银期货(LOF)
12223,161227,国投瑞银深证100指数
12224,161228,国投瑞银深证100指数(后端)
12225,161229,国投瑞银中国价值发现股票
12226,161232,国投瑞银瑞盛混合(LOF)
12227,161233,国投瑞银瑞泰多策略混合A
12228,161505,银河通利债券(LOF)A
12229,161506,银河通利债券(LOF)C
12230,161601,融通新蓝筹混合
12231,161602,融通新蓝筹混合(后端)
12232,161603,融通债券A/B
12233,161604,融通深证100指数A
12234,161605,融通蓝筹成长混合
12235,161606,融通行业景气混合A
12236,161607,融通巨潮100指数A(LOF)
12237,161608,融通易支付货币A
12238,161609,融通动力先锋混合
12239,161610,融通领先成长混合(LOF)A
12240,161611,融通内需驱动混合
